DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2006-0564-FRA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,FRA,France,Western Europe,Europe,Zoufftgen (Moselle region),,,No,No,No,,,,,,,2006,10.0,11.0,2006,10.0,11.0,13.0,20.0,,,20.0,,,,,,,66.16033056179792,,2006-10-22,2023-09-25
2006-0573-FRA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,FRA,France,Western Europe,Europe,"Vendée district (Pays de Loire province), Doubs, Jura (Franche-Comte province) ; Bretagne, Pays de Loire, Auvergne provinces",,Flood,No,No,No,,133.0,Kph,,,,2006,10.0,23.0,2006,10.0,24.0,1.0,2.0,600.0,,602.0,,,,,,,66.16033056179792,"[{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm2_code"":16272,""adm2_name"":""Doubs""},{""adm2_code"":16274,""adm2_name"":""Jura""}]",2006-10-24,2023-09-25
2007-0019-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Kyrill,FRA,France,Western Europe,Europe,"Alsace, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Franche-Comte, Haute-Normandie, Ile-de-France, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie provinces",,,No,No,No,,,Kph,,,,2007,1.0,18.0,2007,1.0,18.0,3.0,,,,,,,130000.0,191043.0,250000.0,367389.0,68.0476738315874,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""}]",2007-01-19,2023-09-25
2007-0037-FRA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,FRA,France,Western Europe,Europe,"Poitou-Charentes, Aquitaine, Midi-Pyrenees, Languedoc-Rousillon, Limousin provinces (South-West)",,,No,No,No,,,Kph,,,,2007,1.0,23.0,2007,1.0,26.0,1.0,,,,,,,,,,,68.0476738315874,"[{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""}]",2007-01-26,2023-09-25
2007-0170-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Pau city (Ossau valley, Pyrenees-Atlantique district, Aquitaine province)",,Flood|Hail,No,No,No,,,Kph,43.3,-0.47,,2007,5.0,25.0,2007,5.0,27.0,1.0,,900.0,,900.0,,,,,,,68.0476738315874,"[{""adm2_code"":16244,""adm2_name"":""Pyrenees-Atlantique""}]",2007-06-20,2023-09-25
2007-0282-FRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Vizille (Isère),,,No,No,No,,,,,,,2007,7.0,22.0,2007,7.0,22.0,26.0,24.0,,,24.0,,,,,,,68.0476738315874,,2007-07-24,2023-09-25
2008-0237-FRA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,FRA,France,Western Europe,Europe,"Avignon, Thor cities (Vaucluse distric, Provence-Alpes-Cote-d'Azur province), Saint-Martin de Vers, Saint-Sauveur-la-valléen cities (Lot), Roquefort (Aveyron) ; Ain district (Rhone-Alpes province) ; Bourgogne province",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2008,6.0,10.0,2008,6.0,10.0,,6.0,600.0,,606.0,,,,,,,70.66008903450533,"[{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm2_code"":16299,""adm2_name"":""Aveyron""},{""adm2_code"":16303,""adm2_name"":""Lot""},{""adm2_code"":16325,""adm2_name"":""Vaucluse""},{""adm2_code"":16326,""adm2_name"":""Ain""}]",2008-06-24,2023-09-25
2008-0321-FRA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,FRA,France,Western Europe,Europe,"Hautmont city (Nord distric, Nord-Pas-de-Calais province)",,,No,No,No,,215.0,Kph,,,,2008,8.0,3.0,2008,8.0,4.0,3.0,,1500.0,600.0,2100.0,,,60000.0,84914.0,80000.0,113218.0,70.66008903450533,"[{""adm2_code"":16306,""adm2_name"":""Nord""}]",2009-03-19,2023-09-25
2008-0633-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,"Ile-de-France, Nord-Pas-de-Calais, Provence-Alpes-Cote-d'Azur provinces",,,No,No,No,,,°C,,,,2009,1.0,6.0,2009,1.0,8.0,2.0,,,,,,,,,,,70.40886175693409,"[{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""}]",2009-01-29,2023-09-25
2009-0014-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Klaus,FRA,France,Western Europe,Europe,"Landes, Pyrénées-Atlantiques, Lot-et-Garonne district (Aquitaine province), Hautes-Pyrénnées, Gers, Haute-Garonne (Midi-Pyrenées province), Aude, Pyrénnées Orientales (Languedoc-Rousillon province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,171.0,Kph,42.24,-2.6,,2009,1.0,23.0,2009,1.0,26.0,11.0,,,,,,,2090000.0,2968376.0,3200000.0,4544882.0,70.40886175693409,"[{""adm2_code"":16242,""adm2_name"":""Landes""},{""adm2_code"":16243,""adm2_name"":""Lot-et-Garonne""},{""adm2_code"":16244,""adm2_name"":""Pyrenees-Atlantique""},{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""},{""adm2_code"":16290,""adm2_name"":""Aude""},{""adm2_code"":16300,""adm2_name"":""Gers""},{""adm2_code"":16301,""adm2_name"":""Haute-Garonne""},{""adm2_code"":16302,""adm2_name"":""Hautes-Pyrenees""}]",2009-03-09,2023-09-25
2009-0029-FRA,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,FRA,France,Western Europe,Europe,"Lyon city (Rhone district, Rhone-Alpes province)",,,No,No,No,,,°C,,,,2009,1.0,14.0,2009,1.0,14.0,3.0,200.0,,,200.0,,,,,,,70.40886175693409,"[{""adm2_code"":16332,""adm2_name"":""Rhone""}]",2009-01-29,2023-09-25
2009-0271-FRA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,FRA,France,Western Europe,Europe,"Corse province, Marseille city (Bouches-du-Rhone district, Provence-Alpes-Cote-d'Azur province)",,,No,No,No,,,Km2,,,,2009,7.0,,2009,7.0,,,,,,,,,,,,,70.40886175693409,"[{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm2_code"":16322,""adm2_name"":""Bouches-du-Rhone""}]",2009-08-06,2023-09-25
2009-0571-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes provinces",,,No,No,No,,-24.0,°C,,,,2009,12.0,18.0,2009,12.0,19.0,2.0,,,,,,,,,,,70.40886175693409,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2009-12-21,2023-09-25
2010-0088-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Xynthia,FRA,France,Western Europe,Europe,"Charente-Maritime, Vienne, Deux-Sèvres districts (Poitou-Charentes province), Vendée district (Pays-de-la-Loire province)",,Flood,No,No,Yes,,140.0,Kph,,,,2010,2.0,28.0,2010,3.0,2.0,53.0,79.0,500000.0,,500079.0,,,2100000.0,2934453.0,4230000.0,5910827.0,71.56359557518887,"[{""adm2_code"":16312,""adm2_name"":""Vendee""},{""adm2_code"":16317,""adm2_name"":""Charente-Maritime""},{""adm2_code"":16318,""adm2_name"":""Deux-Sevres""},{""adm2_code"":16319,""adm2_name"":""Vienne""}]",2010-03-19,2023-09-25
2010-0233-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Draguignan, Les Arcs, Figanières, Roquebrune sur Argens, Luo, Muy, Trans cities (Var distric, Provence-Alpes-Cote-d'Azur province)",Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,7700.0,Km2,43.5,6.6,,2010,6.0,15.0,2010,6.0,16.0,25.0,,,,,,,1070000.0,1495174.0,1500000.0,2096038.0,71.56359557518887,"[{""adm2_code"":16324,""adm2_name"":""Var""}]",2011-03-15,2023-09-25
2010-0615-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,"Bretagne, Auvergne, Rhones-Alpes provinces",,,No,No,No,,,°C,,,,2010,11.0,28.0,2010,12.0,1.0,3.0,,,,,,,,,,,71.56359557518887,"[{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2010-12-01,2023-09-25
2010-0652-FRA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,FRA,France,Western Europe,Europe,"Oise, Aisne districts (Picardie province), Ardennes, Aube, Marne districts (Champagne-Ardenne province), Loiret district (Centre province), Yonne district (Bourgogne province) (North departments), Aveyron, Lot, Tarn districts (Midi-Pyrenees province), Corrèze, Creuse districts (Limousin province), Pyrénées-Orientales (Languedoc-Rousillon province)",,,No,No,No,,,Kph,,,,2010,12.0,23.0,2010,12.0,24.0,,,,,,,,,,,,71.56359557518887,"[{""adm2_code"":16255,""adm2_name"":""Yonne""},{""adm2_code"":16265,""adm2_name"":""Loiret""},{""adm2_code"":16266,""adm2_name"":""Ardennes""},{""adm2_code"":16267,""adm2_name"":""Aube""},{""adm2_code"":16269,""adm2_name"":""Marne""},{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""},{""adm2_code"":16291,""adm2_name"":""Correze""},{""adm2_code"":16292,""adm2_name"":""Creuse""},{""adm2_code"":16299,""adm2_name"":""Aveyron""},{""adm2_code"":16303,""adm2_name"":""Lot""},{""adm2_code"":16304,""adm2_name"":""Tarn""},{""adm2_code"":16313,""adm2_name"":""Aisne""},{""adm2_code"":16314,""adm2_name"":""Oise""}]",2011-01-05,2023-09-25
2011-0439-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Var, Alpes Maritimes districts (Provence-Alpes-Cote-d'Azur province)",Heavy rains,,No,No,No,,,Km2,,,,2011,11.0,6.0,2011,11.0,6.0,6.0,,2300.0,,2300.0,,,,,,,73.82275085973603,"[{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2011-11-08,2023-09-25
2011-0518-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Joachim,FRA,France,Western Europe,Europe,Bretagne province,,Transport accident,No,No,No,,140.0,Kph,,,,2011,12.0,15.0,2011,12.0,16.0,,,,,,,,,,,,73.82275085973603,"[{""adm1_code"":1253,""adm1_name"":""Bretagne""}]",2011-12-19,2023-09-25
2012-0019-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,,No,No,No,,,°C,,,,2012,2.0,,2012,2.0,,12.0,,,,,,,,,,,75.35038570469574,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2012-02-10,2023-09-25
2013-0215-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Luz-Saint-Sauveur city (Hautes Pyrénées distric), Saint-Béat city, (Haute-Garonne district) (Midi-Pyrenees province) ; Garonne, Pique rivers (Haute-Garonne district, Midi-Pyrenees province) ; Pyrenees-Atlantiques district (Aquitaine province)",,,No,No,No,,,Km2,,,,2013,6.0,18.0,2013,6.0,19.0,2.0,,2000.0,,2000.0,,,,,655000.0,856723.0,76.45414598516298,"[{""adm2_code"":16244,""adm2_name"":""Pyrenees-Atlantique""},{""adm2_code"":16301,""adm2_name"":""Haute-Garonne""},{""adm2_code"":16302,""adm2_name"":""Hautes-Pyrenees""}]",2013-07-18,2023-09-25
2013-0398-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm Christian,FRA,France,Western Europe,Europe,"Basse-Normandie, Haute-Normandie, Nord-Pas-de-Calais, Bretagne provinces",,,No,No,No,,132.0,Kph,,,,2013,10.0,27.0,2013,10.0,28.0,1.0,,,,,,,,,,,76.45414598516298,"[{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""}]",2013-11-13,2023-09-25
2013-0530-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm Dirk,FRA,France,Western Europe,Europe,"Alpes-Maritimes district (Provence-Alpes-Cote-d'Azur province) ; Valée du Rhône (Rhone-Alpes province) ; Auvergne, Alsace, Bretagne, Normandie provinces",,Flood|Rain,No,No,No,,150.0,Kph,,,,2013,12.0,23.0,2013,12.0,25.0,1.0,,,,,,,,,,,76.45414598516298,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""},{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""}]",2014-01-02,2023-09-25
2013-0591-FRA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,FRA,France,Western Europe,Europe,Brétigny-sur-Orge,,,No,No,No,,,,,,,2013,7.0,12.0,2013,7.0,12.0,6.0,192.0,,,192.0,,,,,,,76.45414598516298,,2014-03-26,2023-09-25
2014-0008-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Biarritz city (Pyrenees-Atlantique district, Aquitaine province)",,,No,No,No,,,Kph,,,,2014,1.0,7.0,2014,1.0,7.0,2.0,,,,,,,,,,,77.69440613455986,"[{""adm2_code"":16244,""adm2_name"":""Pyrenees-Atlantique""}]",2014-01-15,2023-09-25
2014-0027-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Hyeres, Lavandou city (Var district, Provence-Alpes-Cote-d'Azur province) ; Cote d'Azur region (Alpes Maritimes district, Provence-Alpes-Cote-d'Azur province)",Heavy rains,,No,No,No,,82989.45,Km2,43.9958,7.1,,2014,1.0,19.0,2014,2.0,7.0,4.0,,1000.0,,1000.0,,,,,,,77.69440613455986,"[{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2014-05-14,2023-09-25
2014-0067-FRA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Ulla,FRA,France,Western Europe,Europe,Bretagne province,,,No,No,No,,150.0,Kph,,,,2014,2.0,14.0,2014,2.0,14.0,,,,,,,,,,,,77.69440613455986,"[{""adm1_code"":1253,""adm1_name"":""Bretagne""}]",2014-02-17,2023-09-25
2014-0209-FRA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,FRA,France,Western Europe,Europe,"Bordeaux city (Gironde district, Aquitaine province), Cognac city (Charente district, Poitou-Charentes province) ; Languedoc region (Languedoc-Rousillon province)",,,No,No,No,,,Kph,,,,2014,6.0,8.0,2014,6.0,10.0,,,,,,,,,,,,77.69440613455986,"[{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm2_code"":16241,""adm2_name"":""Gironde""},{""adm2_code"":16316,""adm2_name"":""Charente""}]",2014-07-09,2023-09-25
2014-0388-FRA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,FRA,France,Western Europe,Europe,"Lamalou-les-Bains city (Herault district, Languedoc-Rousillon province) ; Aveyron distric (Midi-Pyrénées province), Gard district (Languedoc-Rousillon province) Ardeche district (Rhone-Alpes province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2014,9.0,18.0,2014,9.0,18.0,6.0,,,,,,,145000.0,186629.0,182000.0,234251.0,77.69440613455986,"[{""adm2_code"":16286,""adm2_name"":""Gard""},{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16299,""adm2_name"":""Aveyron""},{""adm2_code"":16327,""adm2_name"":""Ardeche""}]",2014-10-10,2023-09-25
2014-0462-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Gard, Lozere, Herault districts (Languedoc-Rousillon province)",Heavy rains,,No,No,Yes,,39709.0,Km2,,,,2014,11.0,13.0,2014,11.0,16.0,5.0,,,,,,,,,,,77.69440613455986,"[{""adm2_code"":16286,""adm2_name"":""Gard""},{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16288,""adm2_name"":""Lozere""}]",2014-11-21,2024-10-25
2014-0488-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Argeles city (Pyrénées-Orientales district, Languedoc-Rousillon province); Pyrénées-Orientales, Aude, Gar districts (Languedoc-Rousillon province), Var district (Provence-Alpes-Cote-d'Azur province)",Heavy rains,Lightening,No,No,No,,123269.0,Km2,,,,2014,11.0,29.0,2014,12.0,5.0,5.0,,3000.0,,3000.0,,,242000.0,311477.0,303000.0,389989.0,77.69440613455986,"[{""adm2_code"":16286,""adm2_name"":""Gard""},{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""},{""adm2_code"":16290,""adm2_name"":""Aude""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2014-12-23,2023-09-25
2015-0410-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,,No,No,No,,40.0,°C,,,,2015,6.0,29.0,2015,8.0,9.0,3275.0,,,,,,,,,,,77.78656765992335,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2015-09-09,2023-09-25
2015-0434-FRA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Aube, Ardennes districts (Champagne-Ardenne province), Ain district (Rhone-Alpes province)",,,No,No,No,,130.0,Kph,,,,2015,9.0,16.0,2015,9.0,16.0,3.0,,750.0,,750.0,,,,,,,77.78656765992335,"[{""adm2_code"":16266,""adm2_name"":""Ardennes""},{""adm2_code"":16267,""adm2_name"":""Aube""},{""adm2_code"":16326,""adm2_name"":""Ain""}]",2015-09-30,2023-09-25
2015-0451-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DFO:4296,,FRA,France,Western Europe,Europe,"Cote d'Azur region (Alpes-maritimes, Var districts, Provence-Alpes-Cote-d'Azur province)",Torrential rain,,No,No,No,,2895.95,Km2,43.377,6.53,,2015,10.0,3.0,2015,10.0,4.0,20.0,,,,,,,652000.0,838191.0,924000.0,1187866.0,77.78656765992335,"[{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2015-10-13,2023-09-25
2015-0463-FRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Puisseguin (Gironde),,,No,No,No,,,,,,,2015,10.0,23.0,2015,10.0,23.0,43.0,5.0,,,5.0,,,,,,,77.78656765992335,,2015-10-23,2023-09-25
2015-0501-FRA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,FRA,France,Western Europe,Europe,Eckwersheim,High speed,,No,No,No,,,,,,,2015,11.0,14.0,2015,11.0,14.0,11.0,42.0,,,42.0,,,,,,,77.78656765992335,,2015-11-16,2023-09-25
2016-0109-FRA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,"Moulins town (Allier district, Auvergne province)",Collision with a truck,,No,No,No,,,,,,,2016,3.0,24.0,2016,3.0,24.0,12.0,,,,,,,,,,,78.76792299752094,"[{""adm2_code"":16245,""adm2_name"":""Allier""}]",2016-04-18,2023-09-25
